comment_text,toxic
"""

, you are very much on the right track now. A few things you'll want to adjust:
If you have more sources that are also strong, especially ones that talk a little more about her overall career rather than just her books, that would help flesh out the depiction of her.
When you have a list of items, like works or links, make sure to """"bullet"""" each item using a """"*"""", just like I'm doing here. And you needn't leave blank lines between list items when you bullet.
Carefully skim through and remove *anything* that is even slightly subjective praise that's not directly sourced to a review/commentator. That is, if the NYT says she's """"splendiferous"""" you can mention that, mention NYT said it, and cite it. But you absolutely cannot refer to her as """"renowned"""", """"pathbreaking"""", """"stellar"""", """"imaginative"""" etc in Wikipedia's own voice.
This would likely pass just as it is, but there's no harm and much benefit to continuing to beef it up a little. Also, if her birth year is public record (i.e. mentioned on some university site, news article, etc., not by digging in city archives) then please include that next to her name.
Nice work, I think you're really getting the hang of this now. I like to avoid reviewing the same article multiple times when it's this close to passing, so I'll wait until another reviewer puts fresh eyes on it.   """,0
"""

 Please do not vandalize pages, as you did with this edit to Salp. If you continue to do so, you will be blocked from editing.  StormRider """,0
"hi 

I bet you love blocking people, you nut sack cracker",1
"Image copyright problem with Image:Imperialgovernor.jpg

Thank you for uploading Image:Imperialgovernor.jpg. However, it currently is missing information on its copyright status. Wikipedia takes copyright very seriously. It may be deleted soon, unless we can determine the license and the source of the image. If you know this information, then you can add a copyright tag to the image description page.

If you have any questions, please feel free to ask them at the media copyright questions page. Thanks again for your cooperation.  babelfish",0
"""
 I've already posted my Gooogle search results on the talk page.  Please refer to WP:BLP and insert necessary sources from WP:RS.   ''talk ♦ contribs'' """,0
"""
Im not him. But block me anyway. I'll be happy. Why would I edit so long to be a sock puppet. And thankyou for your message but I do quit. I don't understand how you can cope with it here. there's probably more rules than articles.  -7   """,0
"(I have no opinion whether China or Persia is more appropriate in this case, but the only source provided does say China.)",0
"and the DVD commercial, both of",0
"By the way, I see you can't help but whine to others about how my words are affecting the last few brain cells you seem to have held on to. Fuckin' pussy.",1
"Dude seriously, you are a fucking Faggot, get a fucking life you Fucking prick, no on second thought, unplug your mouse, throw the cord over your fan, and hang yourself, your existense is flawed.",1
""", darn, darn.  keep this here and OFF my page or i'll file another complaint.  I""""M DONE!!!!  HE GONE!!!!  KA-BOOOOOOOM!!!! """,1
"Yeah, well, the whole internet (I will not disclose my reliable source until tomorrow since you probably won't even read this) supports my claim and disprove the 's speculation. Actually my intentions were good, you asserted something else... I hope everyone is happy now, especially the kid. I couldn't care less, though. See you tomorrow.",0
"Dude, this page is harsh to the eyes. It's too segmented, so try merging and omitting some irrelevant information.",0
How fucking dare you delete my entry about the hungarian goalkepper.,1
"Well, from whats been presented, I gather that most scholors see the RD as a version of the Ten Commandments.  Now, I don't need to argue that the 10C are notable.  So, if scholars see the RD as a version of same, wouldn't you see that as notable.  Mind you, you don't have to agree that its so for it to be notable. As to the AfD, how you send your time is your business.",0
"Hello fuckhead,
Contributions my faggot asshole. You think that because im gay that i dont know shit. you are wrong. you just sit there with nothing to do with your pathetic fucking life that you decide to go and be a complete prick on wikipedia and just delete whatever the fuck u want. Thanks nazi fuck.",1
"I think I made a pretty good point as for the five basic senses, won't you agree? If WP:FILMPLOT is a valid policy (with which I agree 100% – by the way, it is one of my favorite policies here), then... 87.69.130.159",0
"you suck monkey balls, you damn commie fag",1
"Suck dick faggot, you're full of yourself. 71.94.7.228",1
"To be honest, the entire section needs a rethink.  I am sure that every single person will want 'their' subject covered, and everyone elses ignored.  There needs to be some better criteria.",0
"Btw: I am very personally offended by the allegation that I don't contribute to the encyclopedia enough. Kidding. As I said, you're right. I'm constantly trying to change that -/ See secondary antisemitism for one example of me writing something. Or Template:Archive Box Collapsible, or the rewrite I did on WP:WAF. But there is so much to do and so little fucking time. (for the record: I am now confirming this posting as going without an edit summary, as a Kudos to your whole input which I honestly appreciate) — Dorftrottel⁠",0
"""
Nope. """"Killing by hunger"""" is not good English, while """"starve someone to death"""" is PERFECT translation for морити   """,1
Everything is poisonous; it's the dose that matters ) — 0918 • 2006-06-06 04:16,0
"I am aware of the original block request, but thank you for providing me with the link for a third time . The",0
"Please review Wikipedia:Talk page guidelines

Talk pages are not for general chatter; please keep discussions on talk pages on the topic of how to improve the associated article.

Talk pages are also not strictly a forum to argue different points of view about controversial issues. They are a forum to discuss how different points of view should be included in the article so that the end result is neutral. Partisan debates do not align with the mission of Wikipedia, and get in the way of the job of writing an encyclopedia.",0
""" (UTC)

 First off, please do not create a new discussion at the top of the discussion page. It is not proper and it directs away from other topics.
 Second, this is an Article about Stereotypes of White Americans in the United States. If you are wishing for variety of Stereotypes of 'White' in other countries, you may have to create the article yourself.
 Third, negative stereotypes toward Americans can be found at Stereotypes of Americans. This article is specific towards """"White Americans"""" and does not focus on a world view. 199.254.212.44  15:43, 3 June 2013""",0
You have this certain stupidity surrounding you which makes me conclude you are born in the US.,1
"Hey, you are preaching to the choir here, dude )  Remember this one?  I couldn't find anything solid about it at the time (except for that NTV gag report).  How tempting it must have been to assume the place is not notable beyond its funny name, eh?  Well, eat this!  The site itself is hardly a reliable source, but it's a very good illustration of what kind of information is available out there.  And every other shabby-Russian-village-population-five is going to have at least as much written about it over the years.  It's not that there are no sources, it's that there are often no easily accessible sources.  What that is so hard to understand to some is beyond me.— • (yo?); May 19, 2010; 21:47 (UTC)",0
"Dominicans and Mexicans 

Dominicans number at 20,000 in the state.. with about 80% of that being in the city of Philadelphia.. 80% = about 17,000.. compare 17,000 Dominicans to about 12,000 mexicans.. Dominicans are obviously the larger group by acouple thousand.. some sources: http://articles.philly.com/1996-02-07/news/25658327_1_dominican-republic-dominican-population-dominican-people and http://www.migrationpolicy.org /pubs/MPI_Report_Dominican_Pop_US.pdf",0
"It's funny that you have no other word to use but sockpuppet, dumbo.",1
"hey crack monkey 

hey ill vadalize wat i want so shut up u nobody loser. get a life ur nineteen and u fricken sit on wikipedia allday c'mon u loser! wow atleast u could sit on a porch all day. faag",1
GET THE HELL OUT OF MY BISSINESS ASS BANG 166.170.35.202,1
his or her OWN genitals,1
"""

 RealDealBillMcNeill is a fool. 

According to everyone here, we are not fond of the way you handle the 2002–present page. Do you even watch the product? Many times including the WWE 2K14 video game distinguishes the respective eras. Those being Ruthless Aggression, Universe Era and literally last week as Triple H stated, Reality Era. My contributions are accurate and it's insulting how you have """"Brand Extension"""" as if that was the only history for 10 years. I categorized by eras and even added important information you left out, because you think you know better. You are an idiot and need to stop acting like you own this page. Now you've gone and snitched so I can't rightfully edit this page. You are a coward and an idiot.""",1
"Of course, you dummy. Look at the politics of this horrible monster81.178.153.156",1
"""
No, you were complaining about Landon's civility. Because you're a bigot. Everyme """,1
"""
   For the record, while i don't regularly see BotAS, i've known a subscriber who surely would have spoken differently about it if it had discussions like whether it """"would melt through the earth to China"""". I respect it as the sort of pub that might discuss how far toward the center of the earth a meltdown could progress. Imputing to it discussions that took comic-book physics seriously is an intellectual crime; on the positive side, it's also kinda like not noticing that you sat down in a pool of your murder victim's blood.•t """,0
